Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
336,28,12,94,0.145521,0.004,0.010921869,0,0.105263158,1,0,0.083333333,0,0,43951.17981,-3.157126161,#DIV/0!,0,0.015,0,243.5627881,0,0,0.989078131,0.989078131,0.253134635,0,0,0,243.5627881,0,0,0,0,0,0,0,0,-243.5627881,0,0
337,29,1,95,0.162722,0.004,0.012300414,0,0.112359551,1,0,0.083333333,0,0,43471.15078,-3.157126161,#DIV/0!,0,0,0.0189,240.9026272,0,0,0.987699586,0.987699586,0.250369931,0,0,0,240.9026272,0,0,0,0,0,0,0,0,-240.9026272,0,0
338,29,2,95,0.162722,0.004,0.012296013,0,0.112359551,1,0,0.083333333,0,0,42936.43761,-3.157126161,#DIV/0!,0,0,0,237.9394251,0,0,0.987703987,0.987703987,0.247290278,0,0,0,237.9394251,0,0,0,0,0,0,0,0,-237.9394251,0,0
339,29,3,95,0.162722,0.004,0.012291614,0,0.112359551,1,0,0.083333333,0,0,42408.4906,-3.157126161,#DIV/0!,0,0,0,235.0137187,0,0,0.987708386,0.987708386,0.244249593,0,0,0,235.0137187,0,0,0,0,0,0,0,0,-235.0137187,0,0
340,29,4,95,0.162722,0.004,0.012287217,0,0.112359551,1,0,0.083333333,0,0,41887.22179,-3.157126161,#DIV/0!,0,0,0,232.1250208,0,0,0.987712783,0.987712783,0.241247371,0,0,0,232.1250208,0,0,0,0,0,0,0,0,-232.1250208,0,0
341,29,5,95,0.162722,0.004,0.012282821,0,0.112359551,1,0,0.083333333,0,0,41372.54443,-3.157126161,#DIV/0!,0,0,0,229.2728504,0,0,0.987717179,0.987717179,0.238283112,0,0,0,229.2728504,0,0,0,0,0,0,0,0,-229.2728504,0,0
342,29,6,95,0.162722,0.004,0.012278427,0,0.112359551,1,0,0.083333333,0,0,40864.37288,-3.157126161,#DIV/0!,0,0,0,226.456733,0,0,0.987721573,0.987721573,0.235356324,0,0,0,226.456733,0,0,0,0,0,0,0,0,-226.456733,0,0
343,29,7,95,0.162722,0.004,0.012274034,0,0.112359551,1,0,0.083333333,0,0,40362.62268,-3.157126161,#DIV/0!,0,0,0,223.6762007,0,0,0.987725966,0.987725966,0.232466518,0,0,0,223.6762007,0,0,0,0,0,0,0,0,-223.6762007,0,0
344,29,8,95,0.162722,0.004,0.012269643,0,0.112359551,1,0,0.083333333,0,0,39867.21048,-3.157126161,#DIV/0!,0,0,0,220.9307914,0,0,0.987730357,0.987730357,0.229613216,0,0,0,220.9307914,0,0,0,0,0,0,0,0,-220.9307914,0,0
345,29,9,95,0.162722,0.004,0.012265254,0,0.112359551,1,0,0.083333333,0,0,39378.05403,-3.157126161,#DIV/0!,0,0,0,218.2200494,0,0,0.987734746,0.987734746,0.226795944,0,0,0,218.2200494,0,0,0,0,0,0,0,0,-218.2200494,0,0
346,29,10,95,0.162722,0.004,0.012260867,0,0.112359551,1,0,0.083333333,0,0,38895.07219,-3.157126161,#DIV/0!,0,0,0,215.5435251,0,0,0.987739133,0.987739133,0.224014234,0,0,0,215.5435251,0,0,0,0,0,0,0,0,-215.5435251,0,0
347,29,11,95,0.162722,0.004,0.012256481,0,0.112359551,1,0,0.083333333,0,0,38418.1849,-3.157126161,#DIV/0!,0,0,0,212.9007747,0,0,0.987743519,0.987743519,0.221267626,0,0,0,212.9007747,0,0,0,0,0,0,0,0,-212.9007747,0,0
348,29,12,95,0.162722,0.004,0.012252097,0,0.112359551,1,0,0.083333333,0,0,37947.31316,-3.157126161,#DIV/0!,0,0.015,0,210.2913604,0,0,0.987747903,0.987747903,0.218555663,0,0,0,210.2913604,0,0,0,0,0,0,0,0,-210.2913604,0,0
349,30,1,96,0.18212,0.004,0.013825347,0,0.119047619,1,0,0.083333333,0,0,37482.37901,-3.157126161,#DIV/0!,0,0,0.0189,207.7148504,0,0,0.986174653,0.986174653,0.215877898,0,0,0,207.7148504,0,0,0,0,0,0,0,0,-207.7148504,0,0
350,30,2,96,0.18212,0.004,0.013820357,0,0.119047619,1,0,0.083333333,0,0,36964.17212,-3.157126161,#DIV/0!,0,0,0,204.8431205,0,0,0.986179643,0.986179643,0.212893311,0,0,0,204.8431205,0,0,0,0,0,0,0,0,-204.8431205,0,0
351,30,3,96,0.18212,0.004,0.013815369,0,0.119047619,1,0,0.083333333,0,0,36453.31406,-3.157126161,#DIV/0!,0,0,0,202.0121154,0,0,0.986184631,0.986184631,0.20995105,0,0,0,202.0121154,0,0,0,0,0,0,0,0,-202.0121154,0,0
352,30,4,96,0.18212,0.004,0.013810383,0,0.119047619,1,0,0.083333333,0,0,35949.69807,-3.157126161,#DIV/0!,0,0,0,199.2212435,0,0,0.986189617,0.986189617,0.207050499,0,0,0,199.2212435,0,0,0,0,0,0,0,0,-199.2212435,0,0
353,30,5,96,0.18212,0.004,0.013805399,0,0.119047619,1,0,0.083333333,0,0,35453.21897,-3.157126161,#DIV/0!,0,0,0,196.4699218,0,0,0.986194601,0.986194601,0.204191052,0,0,0,196.4699218,0,0,0,0,0,0,0,0,-196.4699218,0,0
354,30,6,96,0.18212,0.004,0.013800417,0,0.119047619,1,0,0.083333333,0,0,34963.77314,-3.157126161,#DIV/0!,0,0,0,193.7575762,0,0,0.986199583,0.986199583,0.201372113,0,0,0,193.7575762,0,0,0,0,0,0,0,0,-193.7575762,0,0
355,30,7,96,0.18212,0.004,0.013795436,0,0.119047619,1,0,0.083333333,0,0,34481.25851,-3.157126161,#DIV/0!,0,0,0,191.0836409,0,0,0.986204564,0.986204564,0.198593094,0,0,0,191.0836409,0,0,0,0,0,0,0,0,-191.0836409,0,0
356,30,8,96,0.18212,0.004,0.013790458,0,0.119047619,1,0,0.083333333,0,0,34005.57449,-3.157126161,#DIV/0!,0,0,0,188.4475587,0,0,0.986209542,0.986209542,0.195853415,0,0,0,188.4475587,0,0,0,0,0,0,0,0,-188.4475587,0,0
357,30,9,96,0.18212,0.004,0.013785482,0,0.119047619,1,0,0.083333333,0,0,33536.62204,-3.157126161,#DIV/0!,0,0,0,185.8487805,0,0,0.986214518,0.986214518,0.193152507,0,0,0,185.8487805,0,0,0,0,0,0,0,0,-185.8487805,0,0
358,30,10,96,0.18212,0.004,0.013780507,0,0.119047619,1,0,0.083333333,0,0,33074.30355,-3.157126161,#DIV/0!,0,0,0,183.2867655,0,0,0.986219493,0.986219493,0.190489807,0,0,0,183.2867655,0,0,0,0,0,0,0,0,-183.2867655,0,0
359,30,11,96,0.18212,0.004,0.013775535,0,0.119047619,1,0,0.083333333,0,0,32618.52286,-3.157126161,#DIV/0!,0,0,0,180.7609809,0,0,0.986224465,0.986224465,0.187864761,0,0,0,180.7609809,0,0,0,0,0,0,0,0,-180.7609809,0,0
360,30,12,96,0.18212,0.004,0.013770564,0,0.119047619,1,0,0.083333333,0,0,32169.18526,-3.157126161,#DIV/0!,0,0.015,0,178.2709017,0,0,0.986229436,0.986229436,0.185276823,0,0,0,178.2709017,0,0,0,0,0,0,0,0,-178.2709017,0,0
361,31,1,97,0.199661,0.003,0.015944826,0,0.128205128,1,0,0.083333333,0,0,31726.19742,-3.157126161,#DIV/0!,0,0,0.0189,175.8160107,0,0,0.984055174,0.984055174,0.182725457,0,0,0,175.8160107,0,0,0,0,0,0,0,0,-175.8160107,0,0
362,31,2,97,0.199661,0.003,0.015940458,0,0.128205128,1,0,0.083333333,0,0,31220.32874,-3.157126161,#DIV/0!,0,0,0,173.0126551,0,0,0.984059542,0.984059542,0.179811931,0,0,0,173.0126551,0,0,0,0,0,0,0,0,-173.0126551,0,0
363,31,3,97,0.199661,0.003,0.015936092,0,0.128205128,1,0,0.083333333,0,0,30722.66238,-3.157126161,#DIV/0!,0,0,0,170.254754,0,0,0.984063908,0.984063908,0.176945646,0,0,0,170.254754,0,0,0,0,0,0,0,0,-170.254754,0,0
364,31,4,97,0.199661,0.003,0.015931728,0,0.128205128,1,0,0.083333333,0,0,30233.0632,-3.157126161,#DIV/0!,0,0,0,167.5415585,0,0,0.984068272,0.984068272,0.174125824,0,0,0,167.5415585,0,0,0,0,0,0,0,0,-167.5415585,0,0
365,31,5,97,0.199661,0.003,0.015927365,0,0.128205128,1,0,0.083333333,0,0,29751.39826,-3.157126161,#DIV/0!,0,0,0,164.872332,0,0,0.984072635,0.984072635,0.171351699,0,0,0,164.872332,0,0,0,0,0,0,0,0,-164.872332,0,0
366,31,6,97,0.199661,0.003,0.015923002,0,0.128205128,1,0,0.083333333,0,0,29277.5369,-3.157126161,#DIV/0!,0,0,0,162.2463503,0,0,0.984076998,0.984076998,0.168622518,0,0,0,162.2463503,0,0,0,0,0,0,0,0,-162.2463503,0,0
367,31,7,97,0.199661,0.003,0.015918642,0,0.128205128,1,0,0.083333333,0,0,28811.3506,-3.157126161,#DIV/0!,0,0,0,159.6629013,0,0,0.984081358,0.984081358,0.165937541,0,0,0,159.6629013,0,0,0,0,0,0,0,0,-159.6629013,0,0
368,31,8,97,0.199661,0.003,0.015914282,0,0.128205128,1,0,0.083333333,0,0,28352.71304,-3.157126161,#DIV/0!,0,0,0,157.1212847,0,0,0.984085718,0.984085718,0.163296041,0,0,0,157.1212847,0,0,0,0,0,0,0,0,-157.1212847,0,0
369,31,9,97,0.199661,0.003,0.015909924,0,0.128205128,1,0,0.083333333,0,0,27901.49996,-3.157126161,#DIV/0!,0,0,0,154.6208123,0,0,0.984090076,0.984090076,0.160697302,0,0,0,154.6208123,0,0,0,0,0,0,0,0,-154.6208123,0,0
370,31,10,97,0.199661,0.003,0.015905567,0,0.128205128,1,0,0.083333333,0,0,27457.58921,-3.157126161,#DIV/0!,0,0,0,152.1608068,0,0,0.984094433,0.984094433,0.15814062,0,0,0,152.1608068,0,0,0,0,0,0,0,0,-152.1608068,0,0
371,31,11,97,0.199661,0.003,0.015901212,0,0.128205128,1,0,0.083333333,0,0,27020.86067,-3.157126161,#DIV/0!,0,0,0,149.7406029,0,0,0.984098788,0.984098788,0.155625303,0,0,0,149.7406029,0,0,0,0,0,0,0,0,-149.7406029,0,0
372,31,12,97,0.199661,0.003,0.015896858,0,0.128205128,1,0,0.083333333,0,0,26591.19624,-3.157126161,#DIV/0!,0,0.015,0,147.3595458,0,0,0.984103142,0.984103142,0.153150673,0,0,0,147.3595458,0,0,0,0,0,0,0,0,-147.3595458,0,0
373,32,1,98,0.217946,0.003,0.017498777,0,0.136986301,1,0,0.083333333,0,0,26168.47978,-3.157126161,#DIV/0!,0,0,0.0189,145.0169921,0,0,0.982501223,0.982501223,0.150716058,0,0,0,145.0169921,0,0,0,0,0,0,0,0,-145.0169921,0,0
374,32,2,98,0.217946,0.003,0.01749394,0,0.136986301,1,0,0.083333333,0,0,25710.5634,-3.157126161,#DIV/0!,0,0,0,142.4793722,0,0,0.98250606,0.98250606,0.148078711,0,0,0,142.4793722,0,0,0,0,0,0,0,0,-142.4793722,0,0
375,32,3,98,0.217946,0.003,0.017489106,0,0.136986301,1,0,0.083333333,0,0,25260.78434,-3.157126161,#DIV/0!,0,0,0,139.9868465,0,0,0.982510894,0.982510894,0.145488231,0,0,0,139.9868465,0,0,0,0,0,0,0,0,-139.9868465,0,0
376,32,4,98,0.217946,0.003,0.017484272,0,0.136986301,1,0,0.083333333,0,0,24818.99581,-3.157126161,#DIV/0!,0,0,0,137.5386018,0,0,0.982515728,0.982515728,0.142943772,0,0,0,137.5386018,0,0,0,0,0,0,0,0,-137.5386018,0,0
377,32,5,98,0.217946,0.003,0.01747944,0,0.136986301,1,0,0.083333333,0,0,24385.05374,-3.157126161,#DIV/0!,0,0,0,135.1338395,0,0,0.98252056,0.98252056,0.140444504,0,0,0,135.1338395,0,0,0,0,0,0,0,0,-135.1338395,0,0
378,32,6,98,0.217946,0.003,0.01747461,0,0.136986301,1,0,0.083333333,0,0,23958.81664,-3.157126161,#DIV/0!,0,0,0,132.7717756,0,0,0.98252539,0.98252539,0.137989613,0,0,0,132.7717756,0,0,0,0,0,0,0,0,-132.7717756,0,0
379,32,7,98,0.217946,0.003,0.017469781,0,0.136986301,1,0,0.083333333,0,0,23540.14566,-3.157126161,#DIV/0!,0,0,0,130.4516406,0,0,0.982530219,0.982530219,0.135578298,0,0,0,130.4516406,0,0,0,0,0,0,0,0,-130.4516406,0,0
380,32,8,98,0.217946,0.003,0.017464954,0,0.136986301,1,0,0.083333333,0,0,23128.90447,-3.157126161,#DIV/0!,0,0,0,128.1726789,0,0,0.982535046,0.982535046,0.133209775,0,0,0,128.1726789,0,0,0,0,0,0,0,0,-128.1726789,0,0
381,32,9,98,0.217946,0.003,0.017460128,0,0.136986301,1,0,0.083333333,0,0,22724.95922,-3.157126161,#DIV/0!,0,0,0,125.934149,0,0,0.982539872,0.982539872,0.130883273,0,0,0,125.934149,0,0,0,0,0,0,0,0,-125.934149,0,0
382,32,10,98,0.217946,0.003,0.017455303,0,0.136986301,1,0,0.083333333,0,0,22328.17853,-3.157126161,#DIV/0!,0,0,0,123.7353227,0,0,0.982544697,0.982544697,0.128598034,0,0,0,123.7353227,0,0,0,0,0,0,0,0,-123.7353227,0,0
383,32,11,98,0.217946,0.003,0.01745048,0,0.136986301,1,0,0.083333333,0,0,21938.4334,-3.157126161,#DIV/0!,0,0,0,121.5754851,0,0,0.98254952,0.98254952,0.126353316,0,0,0,121.5754851,0,0,0,0,0,0,0,0,-121.5754851,0,0
384,32,12,98,0.217946,0.003,0.017445659,0,0.136986301,1,0,0.083333333,0,0,21555.5972,-3.157126161,#DIV/0!,0,0.015,0,119.4539345,0,0,0.982554341,0.982554341,0.12414839,0,0,0,119.4539345,0,0,0,0,0,0,0,0,-119.4539345,0,0
385,33,1,99,0.236834,0.002,0.020115708,0,0.147058824,1,0,0.083333333,0,0,21179.54561,-3.157126161,#DIV/0!,0,0,0.0189,117.3699819,0,0,0.979884292,0.979884292,0.12198254,0,0,0,117.3699819,0,0,0,0,0,0,0,0,-117.3699819,0,0
386,33,2,99,0.236834,0.002,0.020111946,0,0.147058824,1,0,0.083333333,0,0,20753.50405,-3.157126161,#DIV/0!,0,0,0,115.0090016,0,0,0.979888054,0.979888054,0.119528775,0,0,0,115.0090016,0,0,0,0,0,0,0,0,-115.0090016,0,0
387,33,3,99,0.236834,0.002,0.020108186,0,0.147058824,1,0,0.083333333,0,0,20336.11069,-3.157126161,#DIV/0!,0,0,0,112.6959467,0,0,0.979891814,0.979891814,0.117124818,0,0,0,112.6959467,0,0,0,0,0,0,0,0,-112.6959467,0,0
388,33,4,99,0.236834,0.002,0.020104425,0,0.147058824,1,0,0.083333333,0,0,19927.1884,-3.157126161,#DIV/0!,0,0,0,110.4298357,0,0,0.979895575,0.979895575,0.114769651,0,0,0,110.4298357,0,0,0,0,0,0,0,0,-110.4298357,0,0
389,33,5,99,0.236834,0.002,0.020100666,0,0.147058824,1,0,0.083333333,0,0,19526.56373,-3.157126161,#DIV/0!,0,0,0,108.2097073,0,0,0.979899334,0.979899334,0.112462273,0,0,0,108.2097073,0,0,0,0,0,0,0,0,-108.2097073,0,0
390,33,6,99,0.236834,0.002,0.020096908,0,0.147058824,1,0,0.083333333,0,0,19134.06679,-3.157126161,#DIV/0!,0,0,0,106.0346201,0,0,0.979903092,0.979903092,0.110201706,0,0,0,106.0346201,0,0,0,0,0,0,0,0,-106.0346201,0,0
391,33,7,99,0.236834,0.002,0.02009315,0,0.147058824,1,0,0.083333333,0,0,18749.53122,-3.157126161,#DIV/0!,0,0,0,103.9036522,0,0,0.97990685,0.97990685,0.107986993,0,0,0,103.9036522,0,0,0,0,0,0,0,0,-103.9036522,0,0
392,33,8,99,0.236834,0.002,0.020089393,0,0.147058824,1,0,0.083333333,0,0,18372.79407,-3.157126161,#DIV/0!,0,0,0,101.8159005,0,0,0.979910607,0.979910607,0.105817194,0,0,0,101.8159005,0,0,0,0,0,0,0,0,-101.8159005,0,0
393,33,9,99,0.236834,0.002,0.020085637,0,0.147058824,1,0,0.083333333,0,0,18003.69579,-3.157126161,#DIV/0!,0,0,0,99.77048086,0,0,0.979914363,0.979914363,0.103691391,0,0,0,99.77048086,0,0,0,0,0,0,0,0,-99.77048086,0,0
394,33,10,99,0.236834,0.002,0.020081881,0,0.147058824,1,0,0.083333333,0,0,17642.0801,-3.157126161,#DIV/0!,0,0,0,97.76652722,0,0,0.979918119,0.979918119,0.101608683,0,0,0,97.76652722,0,0,0,0,0,0,0,0,-97.76652722,0,0
395,33,11,99,0.236834,0.002,0.020078127,0,0.147058824,1,0,0.083333333,0,0,17287.79394,-3.157126161,#DIV/0!,0,0,0,95.80319141,0,0,0.979921873,0.979921873,0.09956819,0,0,0,95.80319141,0,0,0,0,0,0,0,0,-95.80319141,0,0
396,33,12,99,0.236834,0.002,0.020074373,0,0.147058824,1,0,0.083333333,0,0,16940.68742,-3.157126161,#DIV/0!,0,0.015,0,93.87964278,0,0,0.979925627,0.979925627,0.097569047,0,0,0,93.87964278,0,0,0,0,0,0,0,0,-93.87964278,0,0
397,34,1,100,0.256357,0.002,0.021944395,0,0.15625,1,0,0.083333333,0,0,16600.61374,-3.157126161,#DIV/0!,0,0,0.0189,91.99506782,0,0,0.978055605,0.978055605,0.095610409,0,0,0,91.99506782,0,0,0,0,0,0,0,0,-91.99506782,0,0
398,34,2,100,0.256357,0.002,0.021940247,0,0.15625,1,0,0.083333333,0,0,16236.32331,-3.157126161,#DIV/0!,0,0,0,89.97629169,0,0,0.978059753,0.978059753,0.093512297,0,0,0,89.97629169,0,0,0,0,0,0,0,0,-89.97629169,0,0
399,34,3,100,0.256357,0.002,0.0219361,0,0.15625,1,0,0.083333333,0,0,15880.09437,-3.157126161,#DIV/0!,0,0,0,88.00218961,0,0,0.9780639,0.9780639,0.091460614,0,0,0,88.00218961,0,0,0,0,0,0,0,0,-88.00218961,0,0
400,34,4,100,0.256357,0.002,0.021931954,0,0.15625,1,0,0.083333333,0,0,15531.74702,-3.157126161,#DIV/0!,0,0,0,86.07176476,0,0,0.978068046,0.978068046,0.089454325,0,0,0,86.07176476,0,0,0,0,0,0,0,0,-86.07176476,0,0
401,34,5,100,0.256357,0.002,0.021927809,0,0.15625,1,0,0.083333333,0,0,15191.10546,-3.157126161,#DIV/0!,0,0,0,84.18404278,0,0,0.978072191,0.978072191,0.087492417,0,0,0,84.18404278,0,0,0,0,0,0,0,0,-84.18404278,0,0
402,34,6,100,0.256357,0.002,0.021923664,0,0.15625,1,0,0.083333333,0,0,14857.99781,-3.157126161,#DIV/0!,0,0,0,82.3380712,0,0,0.978076336,0.978076336,0.0855739,0,0,0,82.3380712,0,0,0,0,0,0,0,0,-82.3380712,0,0
403,34,7,100,0.256357,0.002,0.021919521,0,0.15625,1,0,0.083333333,0,0,14532.25605,-3.157126161,#DIV/0!,0,0,0,80.53291897,0,0,0.978080479,0.978080479,0.083697806,0,0,0,80.53291897,0,0,0,0,0,0,0,0,-80.53291897,0,0
404,34,8,100,0.256357,0.002,0.021915378,0,0.15625,1,0,0.083333333,0,0,14213.71597,-3.157126161,#DIV/0!,0,0,0,78.76767598,0,0,0.978084622,0.978084622,0.08186319,0,0,0,78.76767598,0,0,0,0,0,0,0,0,-78.76767598,0,0
405,34,9,100,0.256357,0.002,0.021911236,0,0.15625,1,0,0.083333333,0,0,13902.21701,-3.157126161,#DIV/0!,0,0,0,77.04145258,0,0,0.978088764,0.978088764,0.080069128,0,0,0,77.04145258,0,0,0,0,0,0,0,0,-77.04145258,0,0
406,34,10,100,0.256357,0.002,0.021907095,0,0.15625,1,0,0.083333333,0,0,13597.60225,-3.157126161,#DIV/0!,0,0,0,75.35337911,0,0,0.978092905,0.978092905,0.078314714,0,0,0,75.35337911,0,0,0,0,0,0,0,0,-75.35337911,0,0
407,34,11,100,0.256357,0.002,0.021902955,0,0.15625,1,0,0.083333333,0,0,13299.71828,-3.157126161,#DIV/0!,0,0,0,73.70260545,0,0,0.978097045,0.978097045,0.076599066,0,0,0,73.70260545,0,0,0,0,0,0,0,0,-73.70260545,0,0
408,34,12,100,0.256357,0.002,0.021898816,0,0.15625,1,0,0.083333333,0,0,13008.41514,-3.157126161,#DIV/0!,0,0.015,0,72.08830056,0,0,0.978101184,0.978101184,0.07492132,0,0,0,72.08830056,0,0,0,0,0,0,0,0,-72.08830056,0,0
409,35,1,101,0.283802,0.002,0.024590404,0,0.166666667,1,0,0.083333333,0,0,12723.54625,-3.157126161,#DIV/0!,0,0,0.0189,70.50965211,0,0,0.975409596,0.975409596,0.073280632,0,0,0,70.50965211,0,0,0,0,0,0,0,0,-70.50965211,0,0
410,35,2,101,0.283802,0.002,0.024585682,0,0.166666667,1,0,0.083333333,0,0,12410.66911,-3.157126161,#DIV/0!,0,0,0,68.77579129,0,0,0.975414318,0.975414318,0.071478632,0,0,0,68.77579129,0,0,0,0,0,0,0,0,-68.77579129,0,0
411,35,3,101,0.283802,0.002,0.024580962,0,0.166666667,1,0,0.083333333,0,0,12105.54434,-3.157126161,#DIV/0!,0,0,0,67.08489153,0,0,0.975419038,0.975419038,0.069721281,0,0,0,67.08489153,0,0,0,0,0,0,0,0,-67.08489153,0,0
412,35,4,101,0.283802,0.002,0.024576243,0,0.166666667,1,0,0.083333333,0,0,11807.97841,-3.157126161,#DIV/0!,0,0,0,65.43588036,0,0,0.975423757,0.975423757,0.068007465,0,0,0,65.43588036,0,0,0,0,0,0,0,0,-65.43588036,0,0
413,35,5,101,0.283802,0.002,0.024571524,0,0.166666667,1,0,0.083333333,0,0,11517.78267,-3.157126161,#DIV/0!,0,0,0,63.82771229,0,0,0.975428476,0.975428476,0.066336097,0,0,0,63.82771229,0,0,0,0,0,0,0,0,-63.82771229,0,0
414,35,6,101,0.283802,0.002,0.024566807,0,0.166666667,1,0,0.083333333,0,0,11234.77319,-3.157126161,#DIV/0!,0,0,0,62.25936811,0,0,0.975433193,0.975433193,0.064706118,0,0,0,62.25936811,0,0,0,0,0,0,0,0,-62.25936811,0,0
415,35,7,101,0.283802,0.002,0.024562091,0,0.166666667,1,0,0.083333333,0,0,10958.77069,-3.157126161,#DIV/0!,0,0,0,60.72985423,0,0,0.975437909,0.975437909,0.063116495,0,0,0,60.72985423,0,0,0,0,0,0,0,0,-60.72985423,0,0
416,35,8,101,0.283802,0.002,0.024557376,0,0.166666667,1,0,0.083333333,0,0,10689.60037,-3.157126161,#DIV/0!,0,0,0,59.23820204,0,0,0.975442624,0.975442624,0.061566222,0,0,0,59.23820204,0,0,0,0,0,0,0,0,-59.23820204,0,0
417,35,9,101,0.283802,0.002,0.024552661,0,0.166666667,1,0,0.083333333,0,0,10427.09184,-3.157126161,#DIV/0!,0,0,0,57.78346727,0,0,0.975447339,0.975447339,0.060054317,0,0,0,57.78346727,0,0,0,0,0,0,0,0,-57.78346727,0,0
418,35,10,101,0.283802,0.002,0.024547948,0,0.166666667,1,0,0.083333333,0,0,10171.07898,-3.157126161,#DIV/0!,0,0,0,56.36472936,0,0,0.975452052,0.975452052,0.058579824,0,0,0,56.36472936,0,0,0,0,0,0,0,0,-56.36472936,0,0
419,35,11,101,0.283802,0.002,0.024543236,0,0.166666667,1,0,0.083333333,0,0,9921.399863,-3.157126161,#DIV/0!,0,0,0,54.98109091,0,0,0.975456764,0.975456764,0.057141809,0,0,0,54.98109091,0,0,0,0,0,0,0,0,-54.98109091,0,0
420,35,12,101,0.283802,0.002,0.024538525,0,0.166666667,1,0,0.083333333,0,0,9677.896604,-3.157126161,#DIV/0!,0,0.015,0,53.63167702,0,0,0.975461475,0.975461475,0.055739364,0,0,0,53.63167702,0,0,0,0,0,0,0,0,-53.63167702,0,0
421,36,1,102,0.304716,0.001,0.028183503,0,0.178571429,1,0,0.083333333,0,0,9440.415297,-3.157126161,#DIV/0!,0,0,0.0189,52.31563477,0,0,0.971816497,0.971816497,0.054371602,0,0,0,52.31563477,0,0,0,0,0,0,0,0,-52.31563477,0,0
422,36,2,102,0.304716,0.001,0.02818074,0,0.178571429,1,0,0.083333333,0,0,9174.351321,-3.157126161,#DIV/0!,0,0,0,50.8411969,0,0,0.97181926,0.97181926,0.05283922,0,0,0,50.8411969,0,0,0,0,0,0,0,0,-50.8411969,0,0
423,36,3,102,0.304716,0.001,0.028177977,0,0.178571429,1,0,0.083333333,0,0,8915.81131,-3.157126161,#DIV/0!,0,0,0,49.40845434,0,0,0.971822023,0.971822023,0.051350172,0,0,0,49.40845434,0,0,0,0,0,0,0,0,-49.40845434,0,0
424,36,4,102,0.304716,0.001,0.028175215,0,0.178571429,1,0,0.083333333,0,0,8664.58178,-3.157126161,#DIV/0!,0,0,0,48.01622403,0,0,0.971824785,0.971824785,0.049903228,0,0,0,48.01622403,0,0,0,0,0,0,0,0,-48.01622403,0,0
425,36,5,102,0.304716,0.001,0.028172453,0,0.178571429,1,0,0.083333333,0,0,8420.455327,-3.157126161,#DIV/0!,0,0,0,46.66335661,0,0,0.971827547,0.971827547,0.048497194,0,0,0,46.66335661,0,0,0,0,0,0,0,0,-46.66335661,0,0
426,36,6,102,0.304716,0.001,0.028169691,0,0.178571429,1,0,0.083333333,0,0,8183.230449,-3.157126161,#DIV/0!,0,0,0,45.3487354,0,0,0.971830309,0.971830309,0.047130909,0,0,0,45.3487354,0,0,0,0,0,0,0,0,-45.3487354,0,0
427,36,7,102,0.304716,0.001,0.028166929,0,0.178571429,1,0,0.083333333,0,0,7952.711378,-3.157126161,#DIV/0!,0,0,0,44.07127555,0,0,0.971833071,0.971833071,0.045803246,0,0,0,44.07127555,0,0,0,0,0,0,0,0,-44.07127555,0,0
428,36,8,102,0.304716,0.001,0.028164168,0,0.178571429,1,0,0.083333333,0,0,7728.70792,-3.157126161,#DIV/0!,0,0,0,42.82992305,0,0,0.971835832,0.971835832,0.044513109,0,0,0,42.82992305,0,0,0,0,0,0,0,0,-42.82992305,0,0
429,36,9,102,0.304716,0.001,0.028161407,0,0.178571429,1,0,0.083333333,0,0,7511.035292,-3.157126161,#DIV/0!,0,0,0,41.62365391,0,0,0.971838593,0.971838593,0.043259434,0,0,0,41.62365391,0,0,0,0,0,0,0,0,-41.62365391,0,0
430,36,10,102,0.304716,0.001,0.028158646,0,0.178571429,1,0,0.083333333,0,0,7299.51397,-3.157126161,#DIV/0!,0,0,0,40.45147325,0,0,0.971841354,0.971841354,0.042041188,0,0,0,40.45147325,0,0,0,0,0,0,0,0,-40.45147325,0,0
431,36,11,102,0.304716,0.001,0.028155886,0,0.178571429,1,0,0.083333333,0,0,7093.969538,-3.157126161,#DIV/0!,0,0,0,39.31241452,0,0,0.971844114,0.971844114,0.040857365,0,0,0,39.31241452,0,0,0,0,0,0,0,0,-39.31241452,0,0
432,36,12,102,0.304716,0.001,0.028153126,0,0.178571429,1,0,0.083333333,0,0,6894.23254,-3.157126161,#DIV/0!,0,0.015,0,38.20553866,0,0,0.971846874,0.971846874,0.03970699,0,0,0,38.20553866,0,0,0,0,0,0,0,0,-38.20553866,0,0
433,37,1,103,0.325819,0.001,0.030472814,0,0.192307692,1,0,0.083333333,0,0,6700.138342,-3.157126161,#DIV/0!,0,0,0.0189,37.12993331,0,0,0.969527186,0.969527186,0.038589114,0,0,0,37.12993331,0,0,0,0,0,0,0,0,-37.12993331,0,0
