Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow
308,905106.17,60222668.44,259.06999801,5752.04,3894.31,339278.13,0.00,0.00,202.80,870304.25,181.31,0.00,0.00,0.00,0.00,0.00,150.98,-348954.82
309,870304.25,59818225.95,257.28719678,5530.11,3813.84,336935.47,0.00,0.00,198.45,836816.49,174.34,0.00,0.00,0.00,0.00,0.00,147.82,-346305.93
310,836816.49,59418141.45,255.52683573,5315.71,3736.43,334618.51,0.00,0.00,195.94,805340.85,167.78,0.00,0.00,0.00,0.00,0.00,144.67,-343693.76
311,805340.85,59022805.08,253.78581763,5124.82,3662.53,332329.62,0.00,0.00,193.46,776259.87,161.72,0.00,0.00,0.00,0.00,0.00,141.52,-341137.17
312,776259.87,58631695.62,252.06899312,4949.86,3581.10,330060.60,36028.07,0.00,191.02,714824.17,148.92,0.00,0.00,0.00,0.00,0.00,850.26,-337890.23
313,714824.17,58245584.54,250.14214523,5366.62,3515.91,327898.87,0.00,0.00,10299.20,699196.70,145.67,0.00,0.00,0.00,0.00,0.00,1443.23,-335483.84
314,699196.70,57810637.14,248.23888983,5189.57,3398.82,325381.98,0.00,0.00,184.43,673855.08,140.39,0.00,0.00,0.00,0.00,0.00,123.34,-333987.42
315,673855.08,57380800.81,246.35681996,5054.12,3424.87,322894.84,0.00,0.00,181.95,655836.19,136.63,0.00,0.00,0.00,0.00,0.00,122.51,-331387.95
316,655836.19,56955799.34,244.50595894,4932.45,3365.96,320436.83,0.00,0.00,179.52,640134.02,133.36,0.00,0.00,0.00,0.00,0.00,121.01,-328747.59
317,640134.02,56537231.48,242.67678289,4813.62,3308.07,318018.02,0.00,0.00,177.12,624650.49,130.14,0.00,0.00,0.00,0.00,0.00,119.73,-326150.11
318,624650.49,56123454.15,240.86894511,4697.58,3251.18,315627.44,0.00,0.00,174.76,609381.31,126.95,0.00,0.00,0.00,0.00,0.00,118.48,-323584.68
319,609381.31,55714392.67,239.08210591,4584.22,3195.28,313264.64,0.00,0.00,172.44,594322.29,123.82,0.00,0.00,0.00,0.00,0.00,117.23,-321050.73
320,594322.29,55309973.83,237.31593241,4473.49,3140.33,310929.19,0.00,0.00,170.16,579469.33,120.72,0.00,0.00,0.00,0.00,0.00,115.99,-318547.74
321,579469.33,54910125.83,235.57009841,4365.30,3086.32,308620.66,0.00,0.00,167.92,564818.47,117.67,0.00,0.00,0.00,0.00,0.00,114.77,-316075.19
322,564818.47,54514778.30,233.84428419,4259.59,3033.23,306338.64,0.00,0.00,165.71,550365.83,114.66,0.00,0.00,0.00,0.00,0.00,113.55,-313632.57
323,550365.83,54123862.24,232.13817640,4156.29,2981.04,304082.70,0.00,0.00,163.54,536107.62,111.69,0.00,0.00,0.00,0.00,0.00,112.34,-311219.37
324,536107.62,53737309.95,230.45146788,4039.24,2919.47,301848.10,4762.32,0.00,161.40,517747.68,107.86,0.00,0.00,0.00,0.00,0.00,427.66,-308487.00
325,517747.68,53355055.08,228.54238844,4599.14,2906.35,299708.70,0.00,0.00,7322.29,516312.41,107.57,0.00,0.00,0.00,0.00,0.00,1013.30,-306308.44
326,516312.41,52920886.71,226.65806628,4494.86,2820.89,297202.91,0.00,0.00,155.66,507922.47,105.82,0.00,0.00,0.00,0.00,0.00,102.93,-304521.54
327,507922.47,52492143.23,224.79636071,4393.28,2848.25,294728.79,0.00,0.00,153.46,499626.29,104.09,0.00,0.00,0.00,0.00,0.00,103.17,-301971.24
328,499626.29,52068572.11,222.95798976,4294.06,2802.43,292285.70,0.00,0.00,151.30,491494.39,102.39,0.00,0.00,0.00,0.00,0.00,102.24,-299382.34
329,491494.39,51650191.65,221.14255651,4197.47,2757.52,289873.21,0.00,0.00,149.18,483522.80,100.73,0.00,0.00,0.00,0.00,0.00,101.33,-296827.61
330,483522.80,51236915.74,219.34967253,4103.45,2713.50,287490.83,0.00,0.00,147.10,475707.65,99.11,0.00,0.00,0.00,0.00,0.00,100.43,-294306.44
331,475707.65,50828660.06,217.57895775,4011.90,2670.33,285138.04,0.00,0.00,145.05,468045.20,97.51,0.00,0.00,0.00,0.00,0.00,99.56,-291818.23
332,468045.20,50425342.06,215.83004016,3922.76,2628.01,282814.34,0.00,0.00,143.04,460531.82,95.94,0.00,0.00,0.00,0.00,0.00,98.69,-289362.37
333,460531.82,50026880.90,214.10255565,3835.95,2586.51,280519.26,0.00,0.00,141.06,453163.96,94.41,0.00,0.00,0.00,0.00,0.00,97.84,-286938.29
334,453163.96,49633197.40,212.39614781,3751.41,2545.81,278252.32,0.00,0.00,139.11,445938.19,92.90,0.00,0.00,0.00,0.00,0.00,97.01,-284545.43
335,445938.19,49244214.03,210.71046772,3669.06,2505.90,276013.05,0.00,0.00,137.20,438851.18,91.43,0.00,0.00,0.00,0.00,0.00,96.20,-282183.24
336,438851.18,48859854.84,209.04517378,3574.53,2458.05,273797.27,3283.33,0.00,135.32,428643.08,89.30,0.00,0.00,0.00,0.00,0.00,135.53,-279783.62
337,428643.08,48480045.43,207.15127893,4039.39,2445.78,271666.21,0.00,0.00,6037.43,427131.26,88.99,0.00,0.00,0.00,0.00,0.00,839.24,-277401.13
338,427131.26,48046375.35,205.28298336,3946.50,2372.78,269172.17,0.00,0.00,130.35,419897.87,87.48,0.00,0.00,0.00,0.00,0.00,88.34,-275490.59
339,419897.87,47618393.15,203.43839832,3856.03,2393.34,266711.28,0.00,0.00,128.42,412751.67,85.99,0.00,0.00,0.00,0.00,0.00,88.46,-272958.19
340,412751.67,47195868.94,201.61804037,3767.68,2353.17,264282.89,0.00,0.00,126.53,405750.97,84.53,0.00,0.00,0.00,0.00,0.00,87.61,-270400.67
341,405750.97,46778795.58,199.82148966,3681.70,2313.82,261886.53,0.00,0.00,124.68,398892.20,83.10,0.00,0.00,0.00,0.00,0.00,86.77,-267878.37
342,398892.20,46367080.59,198.04833539,3598.01,2275.26,259521.64,0.00,0.00,122.86,392171.89,81.70,0.00,0.00,0.00,0.00,0.00,85.95,-265390.66
343,392171.89,45960633.46,196.29817555,3516.54,2237.49,257187.68,0.00,0.00,121.07,385586.69,80.33,0.00,0.00,0.00,0.00,0.00,85.15,-262936.89
344,385586.69,45559365.56,194.57061674,3437.23,2200.47,254884.12,0.00,0.00,119.31,379133.32,78.99,0.00,0.00,0.00,0.00,0.00,84.36,-260516.45
345,379133.32,45163190.13,192.86527392,3360.02,2164.19,252610.45,0.00,0.00,117.58,372808.60,77.67,0.00,0.00,0.00,0.00,0.00,83.59,-258128.74
346,372808.60,44772022.18,191.18177022,3284.82,2128.63,250366.15,0.00,0.00,115.89,366609.45,76.38,0.00,0.00,0.00,0.00,0.00,82.82,-255773.16
347,366609.45,44385778.51,189.51973670,3211.60,2093.78,248150.74,0.00,0.00,114.22,360532.88,75.11,0.00,0.00,0.00,0.00,0.00,82.08,-253449.15
348,360532.88,44004377.62,187.87881220,3127.77,2052.29,245960.54,2673.19,0.00,112.58,351925.79,73.32,0.00,0.00,0.00,0.00,0.00,113.76,-251100.16
349,351925.79,43627739.69,186.07292384,3451.48,2040.82,243847.79,0.00,0.00,4935.32,350471.52,73.01,0.00,0.00,0.00,0.00,0.00,688.39,-248724.72
350,350471.52,43212908.98,184.29222569,3371.03,1979.29,241470.41,0.00,0.00,108.33,344349.25,71.74,0.00,0.00,0.00,0.00,0.00,74.44,-246818.03
351,344349.25,42803709.62,182.53506446,3292.71,1994.69,239125.81,0.00,0.00,106.67,338304.90,70.48,0.00,0.00,0.00,0.00,0.00,74.49,-244409.21
352,338304.90,42399934.76,180.80179479,3216.25,1960.12,236813.35,0.00,0.00,105.05,332386.30,69.25,0.00,0.00,0.00,0.00,0.00,73.74,-241985.24
353,332386.30,42001559.22,179.09199152,3141.86,1926.27,234532.53,0.00,0.00,103.46,326590.33,68.04,0.00,0.00,0.00,0.00,0.00,73.00,-239595.70
354,326590.33,41608488.80,177.40523881,3069.49,1893.12,232282.78,0.00,0.00,101.90,320913.94,66.86,0.00,0.00,0.00,0.00,0.00,72.27,-237239.97
355,320913.94,41220631.31,175.74112996,2999.05,1860.65,230063.55,0.00,0.00,100.36,315354.19,65.70,0.00,0.00,0.00,0.00,0.00,71.56,-234917.39
356,315354.19,40837896.56,174.09926709,2930.51,1828.85,227874.31,0.00,0.00,98.86,309908.21,64.56,0.00,0.00,0.00,0.00,0.00,70.86,-232627.37
357,309908.21,40460196.26,172.47926100,2863.79,1797.70,225714.53,0.00,0.00,97.38,304573.21,63.45,0.00,0.00,0.00,0.00,0.00,70.18,-230369.30
358,304573.21,40087444.03,170.88073087,2798.85,1767.19,223583.69,0.00,0.00,95.93,299346.50,62.36,0.00,0.00,0.00,0.00,0.00,69.51,-228142.58
359,299346.50,39719555.28,169.30330409,2735.62,1737.29,221481.29,0.00,0.00,94.50,294225.44,61.30,0.00,0.00,0.00,0.00,0.00,68.84,-225946.65
360,294225.44,39356447.24,167.74661606,2663.45,1701.90,219404.17,2162.15,0.00,93.10,287064.72,59.81,0.00,0.00,0.00,0.00,0.00,94.20,-223735.13
361,287064.72,38998038.86,165.96547603,3048.16,1691.44,217399.84,0.00,0.00,4007.07,285576.58,59.50,0.00,0.00,0.00,0.00,0.00,562.44,-221636.48
362,285576.58,38587110.56,164.21090665,2974.65,1639.20,215052.70,0.00,0.00,89.45,280311.69,58.40,0.00,0.00,0.00,0.00,0.00,63.65,-219661.30
363,280311.69,38182179.81,162.48141137,2903.13,1649.77,212740.45,0.00,0.00,88.01,275121.06,57.32,0.00,0.00,0.00,0.00,0.00,63.59,-217287.07
364,275121.06,37783047.98,160.77715929,2833.38,1619.56,210462.34,0.00,0.00,86.59,270043.44,56.26,0.00,0.00,0.00,0.00,0.00,62.89,-214908.66
365,270043.44,37389663.92,159.09767644,2765.58,1590.02,208217.81,0.00,0.00,85.20,265075.91,55.22,0.00,0.00,0.00,0.00,0.00,62.20,-212566.43
366,265075.91,37001921.43,157.44249965,2699.66,1561.11,206006.21,0.00,0.00,83.83,260215.66,54.21,0.00,0.00,0.00,0.00,0.00,61.52,-210259.68
367,260215.66,36619716.72,155.81117628,2635.56,1532.83,203826.94,0.00,0.00,82.49,255459.92,53.22,0.00,0.00,0.00,0.00,0.00,60.85,-207987.70
368,255459.92,36242948.30,154.20326395,2573.23,1505.16,201679.38,0.00,0.00,81.18,250806.04,52.25,0.00,0.00,0.00,0.00,0.00,60.20,-205749.83
369,250806.04,35871516.94,152.61833024,2512.61,1478.07,199562.95,0.00,0.00,79.89,246251.43,51.30,0.00,0.00,0.00,0.00,0.00,59.55,-203545.39
370,246251.43,35505325.64,151.05595247,2453.65,1451.57,197477.07,0.00,0.00,78.63,241793.59,50.37,0.00,0.00,0.00,0.00,0.00,58.92,-201373.74
371,241793.59,35144279.51,149.51571741,2396.30,1425.63,195421.18,0.00,0.00,77.39,237430.08,49.46,0.00,0.00,0.00,0.00,0.00,58.30,-199234.26
372,237430.08,34788285.78,147.99722105,2331.15,1395.17,193392.47,1729.18,0.00,76.17,231446.02,48.22,0.00,0.00,0.00,0.00,0.00,78.30,-197088.71
373,231446.02,34437253.69,146.31521725,2582.37,1385.42,191430.15,0.00,0.00,3214.77,230064.73,47.93,0.00,0.00,0.00,0.00,0.00,453.25,-194992.62
374,230064.73,34047399.11,144.65917989,2519.36,1341.98,189213.91,0.00,0.00,73.08,225661.22,47.01,0.00,0.00,0.00,0.00,0.00,52.95,-193069.31
375,225661.22,33663460.68,143.02779566,2458.07,1349.20,187031.91,0.00,0.00,71.85,221323.25,46.11,0.00,0.00,0.00,0.00,0.00,52.86,-190832.42
376,221323.25,33285256.69,141.42111721,2398.30,1323.53,184883.42,0.00,0.00,70.64,217081.96,45.23,0.00,0.00,0.00,0.00,0.00,52.25,-188598.23
377,217081.96,32912723.63,139.83867233,2340.20,1298.43,182767.85,0.00,0.00,69.46,212934.84,44.36,0.00,0.00,0.00,0.00,0.00,51.64,-186399.21
378,212934.84,32545754.59,138.27999964,2283.73,1273.89,180684.58,0.00,0.00,68.30,208879.44,43.52,0.00,0.00,0.00,0.00,0.00,51.05,-184234.67
379,208879.44,32184245.08,136.74464835,2228.82,1249.89,178632.99,0.00,0.00,67.17,204913.38,42.69,0.00,0.00,0.00,0.00,0.00,50.47,-182103.92
380,204913.38,31828092.97,135.23217792,2175.43,1226.42,176612.46,0.00,0.00,66.05,201034.37,41.88,0.00,0.00,0.00,0.00,0.00,49.89,-180006.30
381,201034.37,31477198.41,133.74215784,2123.51,1203.47,174622.42,0.00,0.00,64.96,197240.16,41.09,0.00,0.00,0.00,0.00,0.00,49.33,-177941.15
382,197240.16,31131463.82,132.27416736,2073.02,1181.01,172662.27,0.00,0.00,63.89,193528.60,40.32,0.00,0.00,0.00,0.00,0.00,48.78,-175907.84
383,193528.60,30790793.77,130.82779522,2023.90,1159.05,170731.47,0.00,0.00,62.84,189897.59,39.56,0.00,0.00,0.00,0.00,0.00,48.24,-173905.74
384,189897.59,30455094.97,129.40263940,1968.26,1133.42,168827.58,1370.77,0.00,61.81,184988.18,38.54,0.00,0.00,0.00,0.00,0.00,63.89,-171903.91
385,184988.18,30124276.18,127.79562733,2224.79,1124.70,166983.45,0.00,0.00,2555.98,183676.30,38.27,0.00,0.00,0.00,0.00,0.00,362.75,-170008.45
386,183676.30,29751149.29,126.21523133,2168.28,1088.52,164869.53,0.00,0.00,59.20,179971.62,37.49,0.00,0.00,0.00,0.00,0.00,44.27,-168119.55
387,179971.62,29384115.00,124.66024424,2113.36,1092.85,162790.78,0.00,0.00,58.14,176327.48,36.73,0.00,0.00,0.00,0.00,0.00,44.12,-165989.61
388,176327.48,29022994.65,123.13057154,2059.89,1070.93,160746.44,0.00,0.00,57.11,172768.49,35.99,0.00,0.00,0.00,0.00,0.00,43.56,-163869.69
389,172768.49,28667703.97,121.62569632,2007.97,1049.51,158735.84,0.00,0.00,56.10,169292.33,35.27,0.00,0.00,0.00,0.00,0.00,43.01,-161785.58
390,169292.33,28318125.31,120.14511434,1957.55,1028.60,156758.29,0.00,0.00,55.11,165896.75,34.56,0.00,0.00,0.00,0.00,0.00,42.47,-159736.53
391,165896.75,27974143.87,118.68833363,1908.59,1008.16,154813.10,0.00,0.00,54.14,162579.58,33.87,0.00,0.00,0.00,0.00,0.00,41.93,-157721.79
392,162579.58,27635647.60,117.25487414,1861.04,988.20,152899.61,0.00,0.00,53.19,159338.70,33.20,0.00,0.00,0.00,0.00,0.00,41.41,-155740.64
393,159338.70,27302527.15,115.84426745,1814.86,968.70,151017.19,0.00,0.00,52.26,156172.07,32.54,0.00,0.00,0.00,0.00,0.00,40.90,-153792.38
394,156172.07,26974675.78,114.45605639,1769.99,949.65,149165.20,0.00,0.00,51.35,153077.72,31.89,0.00,0.00,0.00,0.00,0.00,40.40,-151876.32
395,153077.72,26651989.28,113.08979479,1726.39,931.03,147343.02,0.00,0.00,50.45,150053.72,31.26,0.00,0.00,0.00,0.00,0.00,39.91,-149991.79
396,150053.72,26334365.91,111.74504712,1677.28,909.47,145548.52,1073.59,0.00,49.58,146036.27,30.42,0.00,0.00,0.00,0.00,0.00,51.97,-148113.73
397,146036.27,26021706.34,110.24389185,1878.27,901.61,143807.99,0.00,0.00,2006.53,144841.04,30.18,0.00,0.00,0.00,0.00,0.00,286.57,-146331.47
398,144841.04,25671850.68,108.76859329,1829.76,871.90,141836.87,0.00,0.00,47.40,141774.48,29.54,0.00,0.00,0.00,0.00,0.00,36.41,-144531.67
399,141774.48,25327961.04,107.31808184,1782.64,874.17,139899.96,0.00,0.00,46.51,138761.24,28.91,0.00,0.00,0.00,0.00,0.00,36.25,-142549.43
400,138761.24,24989871.07,105.89218247,1736.75,855.74,137996.49,0.00,0.00,45.64,135820.60,28.30,0.00,0.00,0.00,0.00,0.00,35.75,-140581.52
401,135820.60,24657488.75,104.49038384,1692.20,837.76,136125.80,0.00,0.00,44.78,132950.54,27.70,0.00,0.00,0.00,0.00,0.00,35.27,-138648.19
402,132950.54,24330696.64,103.11218716,1648.96,820.21,134287.20,0.00,0.00,43.95,130149.13,27.11,0.00,0.00,0.00,0.00,0.00,34.80,-136748.68
403,130149.13,24009380.17,101.75710584,1606.96,803.07,132480.03,0.00,0.00,43.13,127414.49,26.54,0.00,0.00,0.00,0.00,0.00,34.34,-134882.28
404,127414.49,23693427.52,100.42466515,1566.18,786.35,130703.63,0.00,0.00,42.33,124744.79,25.99,0.00,0.00,0.00,0.00,0.00,33.88,-133048.27
405,124744.79,23382729.56,99.11440192,1526.58,770.02,128957.36,0.00,0.00,41.55,122138.27,25.45,0.00,0.00,0.00,0.00,0.00,33.44,-131245.97
406,122138.27,23077179.81,97.82586415,1488.11,754.08,127240.60,0.00,0.00,40.79,119593.23,24.92,0.00,0.00,0.00,0.00,0.00,33.00,-129474.70
407,119593.23,22776674.30,96.55861078,1450.74,738.51,125552.74,0.00,0.00,40.04,117108.00,24.40,0.00,0.00,0.00,0.00,0.00,32.57,-127733.81
408,117108.00,22481111.57,95.31221131,1408.76,720.62,123891.93,830.50,0.00,39.30,113860.09,23.72,0.00,0.00,0.00,0.00,0.00,41.75,-126003.27
409,113860.09,22190392.55,93.96090291,1529.48,713.73,122279.03,0.00,0.00,1555.16,112833.04,23.51,0.00,0.00,0.00,0.00,0.00,223.12,-124322.62
410,112833.04,21875432.36,92.63381571,1489.20,689.83,120511.31,0.00,0.00,37.51,110360.49,22.99,0.00,0.00,0.00,0.00,0.00,29.17,-122684.16
411,110360.49,21566068.37,91.33000864,1450.07,690.86,118775.54,0.00,0.00,36.78,107933.05,22.49,0.00,0.00,0.00,0.00,0.00,29.02,-120909.94
412,107933.05,21262148.06,90.04925210,1411.99,675.77,117071.00,0.00,0.00,36.06,105565.65,21.99,0.00,0.00,0.00,0.00,0.00,28.60,-119152.15
413,105565.65,20963576.81,88.79105237,1375.03,661.06,115397.04,0.00,0.00,35.37,103256.60,21.51,0.00,0.00,0.00,0.00,0.00,28.20,-117426.45
414,103256.60,20670241.03,87.55492805,1339.17,646.71,113753.00,0.00,0.00,34.68,101004.26,21.04,0.00,0.00,0.00,0.00,0.00,27.80,-115732.12
415,101004.26,20382029.97,86.34040978,1304.36,632.71,112138.23,0.00,0.00,34.01,98807.06,20.58,0.00,0.00,0.00,0.00,0.00,27.41,-114068.47
416,98807.06,20098835.60,85.14703982,1270.56,619.06,110552.11,0.00,0.00,33.36,96663.46,20.14,0.00,0.00,0.00,0.00,0.00,27.03,-112434.84
417,96663.46,19820552.54,83.97437181,1237.76,605.73,108994.02,0.00,0.00,32.72,94571.97,19.70,0.00,0.00,0.00,0.00,0.00,26.66,-110830.55
418,94571.97,19547078.00,82.82197040,1205.90,592.74,107463.36,0.00,0.00,32.09,92531.17,19.28,0.00,0.00,0.00,0.00,0.00,26.29,-109254.99
419,92531.17,19278311.70,81.68941094,1174.97,580.05,105959.55,0.00,0.00,31.48,90539.67,18.86,0.00,0.00,0.00,0.00,0.00,25.93,-107707.51
420,90539.67,19014155.79,80.57627920,1140.34,565.55,104481.03,636.54,0.00,30.88,87967.28,18.33,0.00,0.00,0.00,0.00,0.00,32.85,-106172.39
421,87967.28,18754514.82,79.31268129,1296.15,559.68,103046.30,0.00,0.00,1193.95,87033.48,18.13,0.00,0.00,0.00,0.00,0.00,172.90,-104747.36
422,87033.48,18459461.35,78.07353310,1260.42,540.23,101397.33,0.00,0.00,29.41,84997.12,17.71,0.00,0.00,0.00,0.00,0.00,23.84,-103191.85
423,84997.12,18170086.78,76.85794748,1225.75,540.02,99780.61,0.00,0.00,28.80,83001.63,17.29,0.00,0.00,0.00,0.00,0.00,23.66,-101540.02
424,83001.63,17886237.04,75.66559978,1192.05,527.42,98195.38,0.00,0.00,28.19,81058.30,16.89,0.00,0.00,0.00,0.00,0.00,23.29,-99908.45
425,81058.30,17607803.23,74.49596215,1159.39,515.15,96640.93,0.00,0.00,27.61,79165.60,16.49,0.00,0.00,0.00,0.00,0.00,22.93,-98309.04
426,79165.60,17334663.09,73.34852051,1127.72,503.20,95116.56,0.00,0.00,27.03,77322.04,16.11,0.00,0.00,0.00,0.00,0.00,22.57,-96741.02
427,77322.04,17066697.47,72.22277411,1097.01,491.56,93621.58,0.00,0.00,26.47,75526.20,15.73,0.00,0.00,0.00,0.00,0.00,22.22,-95203.66
428,75526.20,16803790.32,71.11823518,1067.23,480.22,92155.32,0.00,0.00,25.93,73776.69,15.37,0.00,0.00,0.00,0.00,0.00,21.88,-93696.26
429,73776.69,16545828.55,70.03442853,1038.35,469.18,90717.12,0.00,0.00,25.39,72072.18,15.02,0.00,0.00,0.00,0.00,0.00,21.54,-92218.12
430,72072.18,16292702.00,68.97089121,1010.35,458.41,89306.36,0.00,0.00,24.87,70411.37,14.67,0.00,0.00,0.00,0.00,0.00,21.21,-90768.57
431,70411.37,16044303.28,67.92717213,983.18,447.93,87922.40,0.00,0.00,24.36,68793.00,14.33,0.00,0.00,0.00,0.00,0.00,20.89,-89346.95
432,68793.00,15800527.77,66.90283177,952.94,436.05,86563.85,479.44,0.00,23.86,66742.78,13.90,0.00,0.00,0.00,0.00,0.00,25.99,-87940.75
433,66742.78,15561273.48,65.79361738,1037.25,430.93,85245.13,0.00,0.00,899.84,65960.40,13.74,0.00,0.00,0.00,0.00,0.00,131.11,-86595.94
434,65960.40,15301929.63,64.70660780,1008.02,415.61,83802.64,0.00,0.00,22.67,64350.95,13.41,0.00,0.00,0.00,0.00,0.00,18.70,-85220.99
435,64350.95,15047762.32,63.64103105,979.68,414.88,82389.38,0.00,0.00,22.18,62775.50,13.08,0.00,0.00,0.00,0.00,0.00,18.54,-83778.47
436,62775.50,14798632.38,62.59655167,952.14,404.78,81004.63,0.00,0.00,21.69,61242.48,12.76,0.00,0.00,0.00,0.00,0.00,18.24,-82356.07
437,61242.48,14554435.15,61.57267980,925.45,394.95,79647.75,0.00,0.00,21.22,59750.62,12.45,0.00,0.00,0.00,0.00,0.00,17.93,-80962.66
438,59750.62,14315056.56,60.56893855,899.59,385.38,78318.07,0.00,0.00,20.76,58298.70,12.15,0.00,0.00,0.00,0.00,0.00,17.64,-79597.55
439,58298.70,14080385.54,59.58486357,874.52,376.07,77014.97,0.00,0.00,20.31,56885.53,11.85,0.00,0.00,0.00,0.00,0.00,17.35,-78260.06
440,56885.53,13850313.94,58.62000272,850.23,367.01,75737.82,0.00,0.00,19.87,55509.98,11.56,0.00,0.00,0.00,0.00,0.00,17.07,-76949.55
441,55509.98,13624736.43,57.67391573,826.68,358.19,74486.02,0.00,0.00,19.44,54170.93,11.29,0.00,0.00,0.00,0.00,0.00,16.79,-75665.38
442,54170.93,13403550.42,56.74617379,803.84,349.61,73258.97,0.00,0.00,19.02,52867.31,11.01,0.00,0.00,0.00,0.00,0.00,16.52,-74406.92
443,52867.31,13186655.99,55.83635930,781.70,341.25,72056.12,0.00,0.00,18.61,51598.08,10.75,0.00,0.00,0.00,0.00,0.00,16.26,-73173.57
444,51598.08,12973955.80,54.94406549,757.14,331.84,70876.27,356.54,0.00,18.21,50010.70,10.42,0.00,0.00,0.00,0.00,0.00,19.98,-71955.69
445,50010.70,12765355.03,53.94056929,851.74,327.59,69730.31,0.00,0.00,669.49,49334.69,10.28,0.00,0.00,0.00,0.00,0.00,98.55,-70821.36
446,49334.69,12530779.80,52.95893259,826.34,315.46,68430.29,0.00,0.00,17.26,48048.57,10.01,0.00,0.00,0.00,0.00,0.00,14.81,-69567.30
447,48048.57,12301312.58,51.99841084,801.75,314.25,67159.00,0.00,0.00,16.85,46792.33,9.75,0.00,0.00,0.00,0.00,0.00,14.65,-68270.10
448,46792.33,12076810.89,51.05859735,777.91,306.08,65915.67,0.00,0.00,16.46,45572.07,9.49,0.00,0.00,0.00,0.00,0.00,14.39,-66994.76
449,45572.07,11857158.99,50.13897274,754.84,298.13,64699.62,0.00,0.00,16.07,44386.65,9.25,0.00,0.00,0.00,0.00,0.00,14.12,-65747.71
450,44386.65,11642235.49,49.23903239,732.52,290.41,63510.15,0.00,0.00,15.70,43234.97,9.01,0.00,0.00,0.00,0.00,0.00,13.87,-64528.23
451,43234.97,11431922.41,48.35828594,710.93,282.92,62346.59,0.00,0.00,15.33,42115.99,8.77,0.00,0.00,0.00,0.00,0.00,13.62,-63335.59
452,42115.99,11226105.10,47.49625687,690.03,275.63,61208.28,0.00,0.00,14.97,41028.67,8.55,0.00,0.00,0.00,0.00,0.00,13.37,-62169.12
453,41028.67,11024672.15,46.65248204,669.81,268.55,60094.59,0.00,0.00,14.63,39972.03,8.33,0.00,0.00,0.00,0.00,0.00,13.13,-61028.16
454,39972.03,10827515.23,45.82651131,650.25,261.68,59004.90,0.00,0.00,14.29,38945.12,8.11,0.00,0.00,0.00,0.00,0.00,12.90,-59912.04
455,38945.12,10634529.06,45.01790711,631.30,254.99,57938.62,0.00,0.00,13.96,37947.02,7.91,0.00,0.00,0.00,0.00,0.00,12.67,-58820.15
456,37947.02,10445611.30,44.22624406,610.44,247.53,56894.66,259.98,0.00,13.64,36720.82,7.65,0.00,0.00,0.00,0.00,0.00,15.30,-57744.98
457,36720.82,10260662.43,43.36934800,665.91,243.98,55881.06,0.00,0.00,487.89,36172.64,7.54,0.00,0.00,0.00,0.00,0.00,72.38,-56726.10
458,36172.64,10060379.93,42.53177675,645.50,234.68,54776.56,0.00,0.00,12.89,35182.81,7.33,0.00,0.00,0.00,0.00,0.00,11.30,-55652.76
459,35182.81,9864620.08,41.71288831,625.75,233.38,53697.31,0.00,0.00,12.57,34217.25,7.13,0.00,0.00,0.00,0.00,0.00,11.17,-54552.41
460,34217.25,9673256.46,40.91229586,606.62,227.00,52642.67,0.00,0.00,12.26,33280.34,6.93,0.00,0.00,0.00,0.00,0.00,10.95,-53472.28
461,33280.34,9486182.73,40.12953093,588.12,220.81,51612.00,0.00,0.00,11.95,32371.15,6.74,0.00,0.00,0.00,0.00,0.00,10.74,-52416.93
462,32371.15,9303289.15,39.36413853,570.23,214.81,50604.67,0.00,0.00,11.66,31488.79,6.56,0.00,0.00,0.00,0.00,0.00,10.53,-51385.74
463,31488.79,9124469.09,38.61567674,552.93,208.98,49620.09,0.00,0.00,11.37,30632.41,6.38,0.00,0.00,0.00,0.00,0.00,10.33,-50378.05
464,30632.41,8949619.01,37.88371627,536.20,203.32,48657.66,0.00,0.00,11.09,29801.16,6.21,0.00,0.00,0.00,0.00,0.00,10.13,-49393.26
465,29801.16,8778638.30,37.16784008,520.02,197.83,47716.83,0.00,0.00,10.82,28994.25,6.04,0.00,0.00,0.00,0.00,0.00,9.94,-48430.78
466,28994.25,8611429.20,36.46764300,504.37,192.50,46797.03,0.00,0.00,10.56,28210.90,5.88,0.00,0.00,0.00,0.00,0.00,9.75,-47490.02
467,28210.90,8447896.75,35.78273133,489.24,187.32,45897.72,0.00,0.00,10.30,27450.36,5.72,0.00,0.00,0.00,0.00,0.00,9.56,-46570.43
468,27450.36,8287948.64,35.11272252,472.63,181.58,45018.02,186.50,0.00,10.05,26528.46,5.53,0.00,0.00,0.00,0.00,0.00,11.41,-45666.35
469,26528.46,8131495.19,34.39264040,508.73,178.74,44163.67,0.00,0.00,349.68,26096.51,5.44,0.00,0.00,0.00,0.00,0.00,52.25,-44804.33
470,26096.51,7963512.23,33.68949564,492.63,171.74,43240.92,0.00,0.00,9.47,25350.30,5.28,0.00,0.00,0.00,0.00,0.00,8.45,-43902.13
471,25350.30,7799490.19,33.00273374,477.06,170.52,42340.17,0.00,0.00,9.23,24623.40,5.13,0.00,0.00,0.00,0.00,0.00,8.33,-42984.54
